prod_id,Review ,Rating,User_id,Sentiment,,,,,,,,
PO05,quality product ,5,199,Positive,,,,,,,,
PO05,overall good ,4,70,Positive,,,,,,,,
PO05,found it useful,4,263,Positive,,,,,,,,
PO05,satisfied,4,268,Positive,,,,,,,,
PO05,helpful,4,32,Positive,,,,,,,,
PO05,much needed,4,112,Positive,,,,,,,,
PO05,worth the buy ,4,39,Positive,,,,,,,,
PO05,must buy,4,121,Positive,,,,,,,,
PO05,worth it ,3,120,Neutral,,,,,,,,
PO05,highly recommended,5,193,Positive,,,,,,,,
PO05,reliable ,3,147,Neutral,,,,,,,,
PO05,don? buy,2,101,Negative,,,,,,,,
PO05,waste of money ,1,181,Negative,,,,,,,,
PO05,good condition,4,120,Positive,,,,,,,,
PO05,worth every penny,5,173,Positive,,,,,,,,
PO05,satisfactory ,3,26,Neutral,,,,,,,,
PO05,easy to read,3,37,Neutral,,,,,,,,
PO05,accurate,3,86,Neutral,,,,,,,,
PO05,value for money ,4,47,Positive,,,,,,,,
PO05,not good,2,3,Negative,,,,,,,,
PO05,very convenient,4,14,Positive,,,,,,,,
PO05,better ,3,225,Neutral,,,,,,,,
PO05,poor battery ,2,244,Negative,,,,,,,,
PO05,seems ok,3,54,Neutral,,,,,,,,
PO05,strudy ,3,100,Neutral,,,,,,,,
PO05,accuracy high,4,34,Positive,,,,,,,,
PO05,low quality,2,240,Negative,,,,,,,,
PO05,excellent,5,229,Positive,,,,,,,,
PO05,perfect,5,159,Positive,,,,,,,,
PO05,affordable,4,197,Positive,,,,,,,,
PO05,happy with it,4,163,Positive,,,,,,,,
PO05,best price,5,226,Positive,,,,,,,,
PO05,good,4,132,Positive,,,,,,,,
PO05,best product ,5,121,Positive,,,,,,,,
PO05,large display ,3,215,Neutral,,,,,,,,
PO05,easy to use,4,260,Positive,,,,,,,,
PO05,like the product ,3,111,Neutral,,,,,,,,
PO05,accurate,3,299,Neutral,,,,,,,,
PO05,good,4,137,Positive,,,,,,,,
PO05,loved it,4,87,Positive,,,,,,,,
PO05,not working,2,56,Negative,,,,,,,,
PO05,highly precise readings,4,98,Positive,,,,,,,,
PO05,satisfied,3,273,Neutral,,,,,,,,
PO05,works fine,3,57,Neutral,,,,,,,,
PO05,happy,4,263,Positive,,,,,,,,
PO05,totally worth it ,5,281,Positive,,,,,,,,
PO05,well designed,3,68,Neutral,,,,,,,,
PO05,totally disaster,1,16,Negative,,,,,,,,
PO05,works as expected,3,173,Neutral,,,,,,,,
PO05,worst ,2,29,Negative,,,,,,,,
PO05,excellent product ,5,108,Positive,,,,,,,,
PO05,bad,1,30,Negative,,,,,,,,
PO05,nnot user friendly ,2,237,Negative,,,,,,,,
PO05,worth it ,4,213,Positive,,,,,,,,
PO05,perfect for personal use,4,21,Positive,,,,,,,,
PO05,display is crisp,3,143,Neutral,,,,,,,,
PO05,user friendly ,4,192,Positive,,,,,,,,
PO05,reasonable price,3,203,Neutral,,,,,,,,
PO05,very nice,4,217,Positive,,,,,,,,
PO05,easy to use,4,143,Positive,,,,,,,,
PO05,too cheap quality ,1,120,Negative,,,,,,,,
PO05,works just fine,3,253,Neutral,,,,,,,,
PO05,battery life is good ,3,156,Neutral,,,,,,,,
PO05,display is clear,4,22,Positive,,,,,,,,
PO05,designed well,4,298,Positive,,,,,,,,
PO05,perfect,5,94,Positive,,,,,,,,
PO05,works well,4,276,Positive,,,,,,,,
PO05,accurate,4,274,Positive,,,,,,,,
PO05,worth the buy,4,259,Positive,,,,,,,,
PO05,wonderful,5,198,Positive,,,,,,,,
PO05,must buy,4,94,Positive,,,,,,,,
PO05,sturdy built,3,290,Negative,,,,,,,,
PO05,easy to read,4,179,Positive,,,,,,,,
PO05,safe ,3,162,Neutral,,,,,,,,
PO05,good ,4,17,Positive,,,,,,,,
PO05,go for it,3,160,Neutral,,,,,,,,
PO05,good quality,4,140,Positive,,,,,,,,
PO05,nice product ,4,209,Positive,,,,,,,,
PO05,wrong readings,2,12,Negative,,,,,,,,
PO05,highly recommended,5,86,Positive,,,,,,,,
PO05,accuracy high,4,296,Positive,,,,,,,,
PO05,plz buy ,4,57,Positive,,,,,,,,
PO05,authentic,3,14,Neutral,,,,,,,,
PO05,bad product ,1,288,Negative,,,,,,,,
PO05,reasonable price,4,93,Positive,,,,,,,,
PO05,good product ,4,148,Positive,,,,,,,,
PO05,make sure to think twice,2,216,Negative,,,,,,,,
PO05,durable,3,236,Neutral,,,,,,,,
PO05,totally waste,1,20,Negative,,,,,,,,
PO05,low battery life,2,31,Negative,,,,,,,,
PO05,reliable ,3,248,Negative,,,,,,,,
PO05,works fine,4,223,Positive,,,,,,,,
PO05,excellent ,5,236,Positive,,,,,,,,
PO05,works fine,4,206,Positive,,,,,,,,
PO05,cheap quality,2,18,Negative,,,,,,,,
PO05,not reliable ,1,31,Negative,,,,,,,,
PO05,consistent ,3,236,Neutral,,,,,,,,
PO05,easy to use,4,168,Positive,,,,,,,,
PO05,readings are clear,4,282,Positive,,,,,,,,
PO05,quick reading,3,275,Neutral,,,,,,,,
PO05,very convenient,4,110,Positive,,,,,,,,
PO05,not accurate,2,106,Negative,,,,,,,,
PO05,best quality,5,137,Positive,,,,,,,,
PO05,bad,1,151,Negative,,,,,,,,
PO05,battery life low,3,98,Neutral,,,,,,,,
PO05,accurate,4,156,Positive,,,,,,,,
PO05,most precise,4,239,Positive,,,,,,,,
PO05,easy to assemble,3,5,Neutral,,,,,,,,
PO05,best product ,5,10,Positive,,,,,,,,
PO05,affordable ,4,232,Positive,,,,,,,,
PO05,genuine product ,3,38,Neutral,,,,,,,,
PO05,quick delivery ,3,20,Neutral,,,,,,,,
PO05,much needed ,3,210,Neutral,,,,,,,,
PO05,fast reading,4,288,Positive,,,,,,,,
PO05,easy to use,4,168,Positive,,,,,,,,
PO05,amazing,4,158,Positive,,,,,,,,
PO05,good experience,4,40,Positive,,,,,,,,
PO05,budget range,3,90,Neutral,,,,,,,,
PO05,best product ,5,286,Positive,,,,,,,,
PO05,totally worth it ,4,293,Positive,,,,,,,,
PO05,highly recommended,5,196,Positive,,,,,,,,
PO05,must buy,4,78,Positive,,,,,,,,
PO05,easy to read,4,288,Positive,,,,,,,,
PO05,value for money ,3,96,Neutral,,,,,,,,
PO05,accurate reading ,4,7,Positive,,,,,,,,
PO05,easy to use,4,169,Positive,,,,,,,,
PO05,inflatd price,2,105,Negative,,,,,,,,
PO05,worth the money ,3,225,Neutral,,,,,,,,
WS06,Best one,5,226,Positive,,,,,,,,
WS06,Very good stick,4,173,Positive,,,,,,,,
WS06,strong and comfortable good,3,90,Neutral,,,,,,,,
WS06,good product but it should be better!,1,111,Negative,,,,,,,,
WS06,it is damaged,1,70,Negative,,,,,,,,
WS06,"Lightweight , comfortable non slip stick , worth the cost",5,48,Positive,,,,,,,,
WS06,Material quality not good,2,86,Negative,,,,,,,,
WS06,Size is not perfect ,1,40,Negative,,,,,,,,
WS06,good products,3,197,Neutral,,,,,,,,
WS06,Good product,4,121,Positive,,,,,,,,
WS06,product is very good and very helpful product,5,82,Positive,,,,,,,,
WS06,this is manufactured in best quality,4,93,Positive,,,,,,,,
WS06,Very use full and helpful,4,156,Positive,,,,,,,,
WS06,I love this product,5,47,Positive,,,,,,,,
WS06,I like this product,3,202,Neutral,,,,,,,,
WS06,i am very happy from this product,4,116,Positive,,,,,,,,
WS06,Osm quality as expected,5,202,Positive,,,,,,,,
WS06,very helpful product,3,148,Neutral,,,,,,,,
WS06,This is good item I like it ,3,152,Neutral,,,,,,,,
WS06,Colour is different.But product is good,3,260,Neutral,,,,,,,,
WS06,I am highly satisfied with its performance.,5,26,Positive,,,,,,,,
WS06,cheap product ,1,35,Negative,,,,,,,,
WS06,could be better quality,2,190,Negative,,,,,,,,
WS06,waste of money ,2,49,Negative,,,,,,,,
WS06,expensive,3,107,Neutral,,,,,,,,
WS06,personally good ,4,220,Positive,,,,,,,,
WS06,don? buy,2,166,Negative,,,,,,,,
WS06,disapponted,1,170,Negative,,,,,,,,
WS06,nice one,4,252,Positive,,,,,,,,
WS06,idle product ,2,268,Negative,,,,,,,,
WS06,good product ,4,118,Positive,,,,,,,,
WS06,light weight,3,236,Neutral,,,,,,,,
WS06,go for it,4,203,Positive,,,,,,,,
WS06,helpful,4,78,Positive,,,,,,,,
WS06,useful,3,73,Neutral,,,,,,,,
WS06,economical,3,81,Neutral,,,,,,,,
WS06,its nice,4,240,Positive,,,,,,,,
WS06,amazing,5,146,Positive,,,,,,,,
WS06,comfortable,4,272,Positive,,,,,,,,
WS06,go for it,3,122,Neutral,,,,,,,,
WS06,its good,4,128,Positive,,,,,,,,
WS06,strong and sturdy ,3,80,Neutral,,,,,,,,
WS06,very good ,4,189,Positive,,,,,,,,
WS06,awesome,5,2,Positive,,,,,,,,
WS06,good grip,3,244,Neutral,,,,,,,,
WS06,value for money ,3,128,Neutral,,,,,,,,
WS06,serves purpose,4,159,Positive,,,,,,,,
WS06,makes walking easy ,3,49,Neutral,,,,,,,,
WS06,not happy ,2,218,Negative,,,,,,,,
WS06,not so good,1,125,Negative,,,,,,,,
WS06,disappointed,1,202,Negative,,,,,,,,
WS06,proper structure,3,109,Neutral,,,,,,,,
WS06,enhance safety ,3,23,Neutral,,,,,,,,
WS06,extremely dangerous,1,111,Negative,,,,,,,,
WS06,weight capacity ,2,233,Negative,,,,,,,,
WS06,light and strong,3,270,Neutral,,,,,,,,
WS06,not reliable,2,84,Negative,,,,,,,,
WS06,well designed,4,126,Positive,,,,,,,,
WS06,reasonable price,4,69,Positive,,,,,,,,
WS06,quite easy,4,89,Positive,,,,,,,,
WS06,starts shaking,3,24,Neutral,,,,,,,,
WS06,durable,2,124,Negative,,,,,,,,
WS06,height adjustable,3,292,Neutral,,,,,,,,
WS06,beneficial,4,214,Positive,,,,,,,,
WS06,easily portable,2,214,Negative,,,,,,,,
WS06,light weighted,1,155,Negative,,,,,,,,
WS06,good features,4,222,Positive,,,,,,,,
WS06,never buy it ,2,167,Negative,,,,,,,,
WS06,not so good ,3,125,Neutral,,,,,,,,
WS06,comfortable,4,91,Positive,,,,,,,,
WS06,good grip,3,55,Neutral,,,,,,,,
WS06,water resistent ,2,63,Negative,,,,,,,,
WS06,cheap quality,1,10,Negative,,,,,,,,
WS06,just ok,3,52,Neutral,,,,,,,,
WS06,good ,4,12,Positive,,,,,,,,
WS06,nice product ,5,171,Positive,,,,,,,,
WS06,good quality,4,250,Positive,,,,,,,,
WS06,very satisfied,3,266,Neutral,,,,,,,,
WS06,nice grip,3,71,Neutral,,,,,,,,
WS06,go for it ,3,21,Neutral,,,,,,,,
WS06,steady balance ,2,183,Negative,,,,,,,,
WS06,did not work ,2,160,Negative,,,,,,,,
WS06,good ,4,11,Positive,,,,,,,,
WS06,perfect,5,163,Positive,,,,,,,,
WS06,not that strong,2,293,Negative,,,,,,,,
WS06,very good ,4,272,Positive,,,,,,,,
WS06,structure is amazing,4,3,Positive,,,,,,,,
WS06,amazing,4,61,Positive,,,,,,,,
WS06,designed well ,4,195,Positive,,,,,,,,
WS06,very good ,4,247,Positive,,,,,,,,
WS06,loved it ,5,205,Positive,,,,,,,,
WS06,satisfied,3,113,Neutral,,,,,,,,
WS06,very good ,4,259,Positive,,,,,,,,
WS06,like it ,3,242,Neutral,,,,,,,,
WS06,buy it ,3,249,Neutral,,,,,,,,
WS06,very stable ,2,200,Negative,,,,,,,,
WS06,happy ,4,282,Positive,,,,,,,,
WS06,light but sturdy,3,162,Neutral,,,,,,,,
WS06,nice ,4,78,Positive,,,,,,,,
WS06,good grip,4,59,Positive,,,,,,,,
WS06,rubber stoppers are good ,3,78,Neutral,,,,,,,,
WS06,easy to assemble ,2,173,Negative,,,,,,,,
WS06,must buy,4,188,Positive,,,,,,,,
WS06,heavy to lift,3,118,Neutral,,,,,,,,
WS06,good,4,156,Positive,,,,,,,,
WS06,user friendly ,4,72,Positive,,,,,,,,
WS06,amazing ,5,122,Positive,,,,,,,,
WS06,nice product,5,44,Positive,,,,,,,,
WS06,good,4,6,Positive,,,,,,,,
WS06,very nice ,4,135,Positive,,,,,,,,
WS06,light weight,3,227,Neutral,,,,,,,,
WS06,easy to assemble,4,78,Positive,,,,,,,,
WS06,strudiness,2,1,Negative,,,,,,,,
WS06,easy  to use,4,79,Positive,,,,,,,,
WS06,needs improvement ,2,275,Negative,,,,,,,,
WS06,beneficial,4,49,Positive,,,,,,,,
WS06,very good ,4,299,Positive,,,,,,,,
WS06,light weighted,3,170,Neutral,,,,,,,,
WS06,user friendly ,4,44,Positive,,,,,,,,
WS06,best quality,5,125,Positive,,,,,,,,
WS06,steady ,2,223,Negative,,,,,,,,
WS06,sturdy and strong,2,119,Negative,,,,,,,,
WS06,awesome,5,135,Positive,,,,,,,,
WS06,amazing product ,5,205,Positive,,,,,,,,
WS06,perfect ,5,205,Positive,,,,,,,,
WS06,best quality,5,34,Positive,,,,,,,,
WS06,not suitable,1,25,Negative,,,,,,,,
WS06,much needed,3,244,Neutral,,,,,,,,
WS06,not recommended,2,272,Negative,,,,,,,,
WS06,good ,4,87,Positive,,,,,,,,
WS06,needs improvement ,3,252,Neutral,,,,,,,,
WS06,good one,4,279,Positive,,,,,,,,
WS06,superb quality ,5,217,Positive,,,,,,,,
WS06,nice product ,4,203,Positive,,,,,,,,
WS06,good one,4,198,Positive,,,,,,,,
WS06,worth buying ,3,79,Neutral,,,,,,,,
WS06,good quality ,4,102,Positive,,,,,,,,
WS06,perfect companion,4,67,Positive,,,,,,,,
WS06,best features,4,124,Positive,,,,,,,,
WS06,foldable ,3,43,Neutral,,,,,,,,
WS06,portable,3,36,Neutral,,,,,,,,
WS06,easy to use,4,181,Positive,,,,,,,,
WS06,strong,4,170,Positive,,,,,,,,
WS06,nice,4,273,Positive,,,,,,,,
WS06,comfortable,4,184,Positive,,,,,,,,
WS06,uneven ,2,73,Negative,,,,,,,,
WS06,not strong,2,239,Negative,,,,,,,,
WS06,good one,4,16,Positive,,,,,,,,
WS06,light weight,3,290,Neutral,,,,,,,,
WS06,get one soon,3,97,Neutral,,,,,,,,
WS06,incredible,4,241,Positive,,,,,,,,
WS06,easy to carry around,3,43,Neutral,,,,,,,,
WS06,very nice,4,209,Positive,,,,,,,,
WS06,delicate,3,228,Neutral,,,,,,,,
WS06,wobbles around,2,117,Negative,,,,,,,,
WS06,not nice,2,112,Negative,,,,,,,,
WS06,strong,4,215,Positive,,,,,,,,
WS06,good ,4,143,Positive,,,,,,,,
WS06,durable,3,94,Neutral,,,,,,,,
WS06,nice product ,4,143,Positive,,,,,,,,
WS06,average,3,280,Neutral,,,,,,,,
WS06,best product ,5,203,Positive,,,,,,,,
WS06,stiff and strong,3,287,Neutral,,,,,,,,
WS06,bottom is shaky,3,234,Neutral,,,,,,,,
WS06,not so good ,2,52,Negative,,,,,,,,
WS06,amazing,5,154,Positive,,,,,,,,
WS06,recommended,4,10,Positive,,,,,,,,
WS06,amazing quality,5,6,Positive,,,,,,,,
WS06,must buy,4,253,Positive,,,,,,,,
WS06,satisfied,3,193,Neutral,,,,,,,,
WS06,best ,5,24,Positive,,,,,,,,
WS06,adjustable height,3,214,Neutral,,,,,,,,
WS06,strongly recommended,5,189,Positive,,,,,,,,
WS06,very poor quality,1,226,Negative,,,,,,,,
WS06,low quality,2,256,Negative,,,,,,,,
WS06,plastic joints are very poor,2,153,Negative,,,,,,,,
WS06,good product ,4,185,Positive,,,,,,,,
WS06,balanced ,3,286,Neutral,,,,,,,,
WS06,average quality,1,149,Negative,,,,,,,,
WS06,worked perfectly ,4,157,Positive,,,,,,,,
WS06,serves purpose,4,290,Positive,,,,,,,,
WS06,must buy,4,131,Positive,,,,,,,,
WS06,does the job well,3,159,Neutral,,,,,,,,
WS06,worth the money ,4,268,Positive,,,,,,,,
WS06,decent walking stick,3,179,Neutral,,,,,,,,
WS06,grips are good,3,274,Neutral,,,,,,,,
WS06,can we welded instead of bolts ,3,288,Neutral,,,,,,,,
WS06,quality one,4,145,Positive,,,,,,,,
WS06,useful,3,282,Neutral,,,,,,,,
WS06,helpful,3,211,Neutral,,,,,,,,
WS06,excellent ,5,59,Positive,,,,,,,,
WS06,reliable,3,7,Neutral,,,,,,,,
WS06,recommended,4,145,Positive,,,,,,,,
WS06,buy It,3,66,Neutral,,,,,,,,
WS06,excellent ,5,271,Positive,,,,,,,,
WS06,good gripg,3,199,Neutral,,,,,,,,
WS06,good buy,4,91,Positive,,,,,,,,
WS06,go for it ,3,133,Neutral,,,,,,,,
WS06,worth the money ,4,271,Positive,,,,,,,,
WS06,handling is easy,3,43,Neutral,,,,,,,,
WS06,impove quality,3,254,Neutral,,,,,,,,
WS06,risk product,2,64,Negative,,,,,,,,
WS06,strudy built,3,8,Neutral,,,,,,,,
WS06,portable,3,100,Neutral,,,,,,,,
WS06,good quality,4,287,Positive,,,,,,,,
WS06,good,4,129,Positive,,,,,,,,
WS06,defective product ,2,179,Negative,,,,,,,,
WS06,serves purpose well,3,7,Neutral,,,,,,,,
WS06,average quality,2,300,Negative,,,,,,,,
WS06,could be better,2,136,Negative,,,,,,,,
WS06,much needed ,3,38,Neutral,,,,,,,,
WS06,expensive,2,246,Negative,,,,,,,,
WS06,good,4,161,Positive,,,,,,,,
WS06,very costly ,3,49,Neutral,,,,,,,,
WS06,worth it,4,58,Positive,,,,,,,,
WS06,affordable,3,209,Neutral,,,,,,,,
WS06,don? buy ,2,128,Negative,,,,,,,,
WS06,portable,3,57,Neutral,,,,,,,,
WS06,foldable,3,145,Neutral,,,,,,,,
WS06,well sized ,3,57,Neutral,,,,,,,,
WS06,perfect,5,216,Positive,,,,,,,,
WS06,strong ,3,192,Neutral,,,,,,,,
WS06,firm balance,3,53,Neutral,,,,,,,,
WS06,supportive ,4,150,Positive,,,,,,,,
WS06,light weighted,3,10,Neutral,,,,,,,,
WS06,not suitable,2,84,Negative,,,,,,,,
WS06,easy to carry ,4,56,Positive,,,,,,,,
WS06,very good ,4,248,Positive,,,,,,,,
WS06,waste of money,2,24,Negative,,,,,,,,
WS06,light weight,3,182,Neutral,,,,,,,,
WS06,not recommended,2,290,Negative,,,,,,,,
WS06,worst,1,91,Negative,,,,,,,,
WS06,easy to fold,2,29,Negative,,,,,,,,
WS06,good,4,265,Positive,,,,,,,,
WS06,not satisfied,1,154,Negative,,,,,,,,
WS06,cheap quality,1,282,Negative,,,,,,,,
WS06,plastic handle breaks,2,244,Negative,,,,,,,,
WS06,filmsy ,1,26,Negative,,,,,,,,
WS06,very happy ,4,147,Positive,,,,,,,,
WS06,stisfied,3,25,Neutral,,,,,,,,
WS06,highly recommended,5,9,Positive,,,,,,,,
WS06,steady balance,3,226,Neutral,,,,,,,,
WS06,buy It,4,176,Positive,,,,,,,,
WS06,firm grip,3,243,Neutral,,,,,,,,
WS06,rubber handle gives grip,3,231,Neutral,,,,,,,,
WS06,just ok,3,65,Neutral,,,,,,,,
WS06,easy to adjust height,4,179,Positive,,,,,,,,
WS06,average quality,3,254,Neutral,,,,,,,,
WS06,plastic joints must be avoided,2,214,Negative,,,,,,,,
WS06,excellent product ,5,91,Positive,,,,,,,,
WS06,poor quality,1,3,Negative,,,,,,,,
WS06,reliable,3,76,Neutral,,,,,,,,
WS06,value for money ,3,181,Neutral,,,,,,,,
WS06,handles provide good grip,2,264,Negative,,,,,,,,
WS06,improve quality,4,213,Positive,,,,,,,,
WS06,amazing,4,236,Positive,,,,,,,,
WS06,sturdy built,3,284,Neutral,,,,,,,,
WS06,good ,4,131,Positive,,,,,,,,
WS06,nice product,4,112,Positive,,,,,,,,
WS06,must buy,4,94,Positive,,,,,,,,
WS06,go for it,3,51,Neutral,,,,,,,,
WS06,worth the money ,4,161,Positive,,,,,,,,
WS06,don? buy,2,226,Negative,,,,,,,,
WS06,light in weight,3,103,Neutral,,,,,,,,
WS06,good buy,4,116,Positive,,,,,,,,
WS06,not able to rest ,2,238,Negative,,,,,,,,
WS06,unhappy ,1,275,Negative,,,,,,,,
WS06,not satisfied,2,35,Negative,,,,,,,,
WS06,happy ,4,104,Positive,,,,,,,,
WS06,good,4,75,Positive,,,,,,,,
WS06,good grip,3,294,Neutral,,,,,,,,
WS06,5 star product ,5,220,Positive,,,,,,,,
WS06,cost is more,3,14,Neutral,,,,,,,,
WS06,well designed,3,144,Neutral,,,,,,,,
WS06,structure is good,4,182,Positive,,,,,,,,
WS06,heavy material,3,143,Neutral,,,,,,,,
WS06,not resting properly ,2,252,Negative,,,,,,,,
WS06,looks good,4,210,Positive,,,,,,,,
WS06,serves purpose,3,194,Neutral,,,,,,,,
WS06,very light and good,2,79,Negative,,,,,,,,
WS06,useful,3,79,Neutral,,,,,,,,
WS06,very effective,3,22,Neutral,,,,,,,,
WS06,assisted walking,2,16,Negative,,,,,,,,
WS06,beneficial,4,44,Positive,,,,,,,,
WS06,comfortable to hold,4,282,Positive,,,,,,,,
WS06,good quality ,4,15,Positive,,,,,,,,
WS06,worth the buys,3,177,Neutral,,,,,,,,
WS06,go for it,4,105,Positive,,,,,,,,
WS06,satisfied,3,256,Neutral,,,,,,,,
WS06,happy ,4,242,Positive,,,,,,,,
WS06,amazing product ,4,61,Positive,,,,,,,,
WS06,easy to use,4,215,Positive,,,,,,,,
WS06,comfortable,3,240,Neutral,,,,,,,,
WS06,regulated movement,4,285,Positive,,,,,,,,
WS06,strudiness,3,194,Neutral,,,,,,,,
WS06,amazing grip,5,150,Positive,,,,,,,,
WS06,light weight ,3,204,Neutral,,,,,,,,
WS06,easy to fold,4,164,Positive,,,,,,,,
WS06,must buy,4,181,Positive,,,,,,,,
WS06,excellent product ,5,42,Positive,,,,,,,,
WS06,good ,4,298,Positive,,,,,,,,
HA07,Highly recommended product,5,86,Positive,,,,,,,,
HA07,Doesn't stick with ears,2,144,Negative,,,,,,,,
HA07,Battery doesn't work properly,3,177,Neutral,,,,,,,,
HA07,Better than any other products,4,97,Positive,,,,,,,,
HA07,Sound volume and qaulity is very good,5,203,Positive,,,,,,,,
HA07,Operational life ended in a week,1,95,Negative,,,,,,,,
HA07,Bigger size unable to fit the ears,3,97,Neutral,,,,,,,,
HA07,Sometimes makes noise,3,98,Neutral,,,,,,,,
HA07,Value for money hearing amplifier,4,93,Positive,,,,,,,,
HA07,Amazing product amazing quality.,5,235,Positive,,,,,,,,
HA07,Face voice and sound issues,2,105,Negative,,,,,,,,
HA07,Increases hearing capability with this product,4,271,Positive,,,,,,,,
HA07,Ideal for use if you need to improve your hearing,3,116,Neutral,,,,,,,,
HA07,Highly recommended product,5,210,Positive,,,,,,,,
HA07,Waste of money ,1,66,Negative,,,,,,,,
HA07,Worst Product,2,255,Negative,,,,,,,,
HA07,Good one for temporaray purpose,3,32,Neutral,,,,,,,,
HA07,Disorientation of ear piece,2,13,Negative,,,,,,,,
HA07,Improved Hearing capacity,4,44,Positive,,,,,,,,
HA07,Uncomfortable to wear,3,33,Neutral,,,,,,,,
HA07,Can hear sound clearly,3,25,Neutral,,,,,,,,
HA07,not comfortable,2,175,Negative,,,,,,,,
HA07,good ,4,263,Positive,,,,,,,,
HA07,good quality,4,227,Positive,,,,,,,,
HA07,earplug missing,2,223,Negative,,,,,,,,
HA07,helpful,3,129,Neutral,,,,,,,,
HA07,beneficial,4,69,Positive,,,,,,,,
HA07,happy ,4,246,Positive,,,,,,,,
HA07,useful,5,162,Positive,,,,,,,,
HA07,nice,4,104,Positive,,,,,,,,
HA07,product is nice,4,211,Positive,,,,,,,,
HA07,defective product ,2,286,Negative,,,,,,,,
HA07,abnormal noise,1,165,Negative,,,,,,,,
HA07,happy user,4,1,Positive,,,,,,,,
HA07,stopped working,2,221,Negative,,,,,,,,
HA07,waste ,1,51,Negative,,,,,,,,
HA07,not fixable,2,250,Negative,,,,,,,,
HA07,worst ,1,215,Negative,,,,,,,,
HA07,irritation,2,232,Negative,,,,,,,,
HA07,cant hear ,2,141,Negative,,,,,,,,
HA07,good quality,4,131,Positive,,,,,,,,
HA07,best quality,5,133,Positive,,,,,,,,
HA07,good,4,280,Positive,,,,,,,,
HA07,satisfied,3,21,Neutral,,,,,,,,
HA07,best ,5,224,Positive,,,,,,,,
HA07,disappointed,1,150,Negative,,,,,,,,
HA07,needs improvement ,2,45,Negative,,,,,,,,
HA07,not satisfied,2,143,Negative,,,,,,,,
HA07,not able to hear ,2,14,Negative,,,,,,,,
HA07,Uncomfortable to wear,3,69,Neutral,,,,,,,,
HA07,works properly ,4,38,Positive,,,,,,,,
HA07,not suitable,2,213,Negative,,,,,,,,
HA07,doesn? fit well,2,22,Negative,,,,,,,,
HA07,happy ,4,227,Positive,,,,,,,,
HA07,not useful,2,232,Negative,,,,,,,,
HA07,worth money ,4,144,Positive,,,,,,,,
HA07,hear crystal clear sound,5,67,Positive,,,,,,,,
HA07,waste ,2,118,Negative,,,,,,,,
HA07,unhappy ,2,50,Negative,,,,,,,,
HA07,disappointed,1,275,Negative,,,,,,,,
HA07,beneficial,4,109,Positive,,,,,,,,
HA07,not working,2,182,Negative,,,,,,,,
HA07,helpful,4,112,Positive,,,,,,,,
HA07,bad,1,281,Negative,,,,,,,,
HA07,battery low,2,208,Negative,,,,,,,,
HA07,low quality,2,269,Negative,,,,,,,,
HA07,satisfied,3,176,Neutral,,,,,,,,
HA07,waste of money ,2,98,Negative,,,,,,,,
HA07,bad,2,173,Negative,,,,,,,,
HA07,worst ,1,242,Negative,,,,,,,,
HA07,good product ,4,211,Positive,,,,,,,,
HA07,very bad ,1,49,Negative,,,,,,,,
HA07,expensive,3,283,Neutral,,,,,,,,
HA07,sound is good ,4,277,Positive,,,,,,,,
HA07,worth price,4,274,Positive,,,,,,,,
HA07,just ok,3,183,Neutral,,,,,,,,
HA07,not that good,2,14,Negative,,,,,,,,
HA07,good ,4,59,Positive,,,,,,,,
HA07,affordable,3,86,Neutral,,,,,,,,
HA07,irritation,2,241,Negative,,,,,,,,
HA07,uncomfortable,2,270,Negative,,,,,,,,
HA07,just ok,3,12,Neutral,,,,,,,,
HA07,not so good,2,190,Negative,,,,,,,,
HA07,big size ,2,287,Negative,,,,,,,,
HA07,cheap quality,2,205,Negative,,,,,,,,
HA07,very good,4,259,Positive,,,,,,,,
HA07,best quality,5,100,Positive,,,,,,,,
HA07,sound quality is ok,3,195,Neutral,,,,,,,,
HA07,not good,2,138,Negative,,,,,,,,
HA07,plz don? buy,1,272,Negative,,,,,,,,
HA07,battery is bad,2,139,Negative,,,,,,,,
HA07,average,3,15,Neutral,,,,,,,,
HA07,not so good,2,33,Negative,,,,,,,,
HA07,best sound quality,5,38,Positive,,,,,,,,
HA07,not good,2,36,Negative,,,,,,,,
HA07,great device,4,244,Positive,,,,,,,,
HA07,good product ,4,49,Positive,,,,,,,,
HA07,cheap and best ,2,284,Negative,,,,,,,,
HA07,useful prodct ,4,262,Positive,,,,,,,,
HA07,good,4,7,Positive,,,,,,,,
HA07,satisfied,3,176,Neutral,,,,,,,,
HA07,unhappy ,2,168,Negative,,,,,,,,
HA07,helpful,4,279,Positive,,,,,,,,
HA07,disappointed,1,253,Negative,,,,,,,,
HA07,useful,3,94,Neutral,,,,,,,,
HA07,bad,2,81,Negative,,,,,,,,
HA07,useless product ,2,64,Negative,,,,,,,,
HA07,just ok,3,233,Neutral,,,,,,,,
HA07,worst ,1,173,Negative,,,,,,,,
HA07,useless product ,2,224,Negative,,,,,,,,
HA07,helpful,4,90,Positive,,,,,,,,
HA07,lost money ,2,224,Negative,,,,,,,,
HA07,not recommended,1,202,Negative,,,,,,,,
HA07,waste of money ,2,106,Negative,,,,,,,,
HA07,don? suggest ,2,29,Negative,,,,,,,,
HA07,worst ,1,39,Negative,,,,,,,,
HA07,bad,2,159,Negative,,,,,,,,
HA07,not working,1,131,Negative,,,,,,,,
