prod_id,text,Rating,User_id,prodSentiment,timestamp
WS06,very nice ,4,135,Positive,1377477594
WS06,light weight,3,227,Neutral,1377477957
WS06,easy to assemble,4,78,Positive,1377477855
WS06,strudiness,2,1,Negative,1377477576
WS06,easy  to use,4,79,Positive,1377477535
WS06,needs improvement ,2,275,Negative,1377476948
WS06,beneficial,4,49,Positive,1377476887
WS06,very good ,4,299,Positive,1377476629
WS06,light weighted,3,170,Neutral,1377477387
WS06,user friendly ,4,44,Positive,1377477457
WS06,best quality,5,125,Positive,1377477580
WS06,steady ,2,223,Negative,1377477583
WS06,sturdy and strong,2,119,Negative,1377477542
WS06,awesome,5,135,Positive,1377476680
WS06,amazing product ,5,205,Positive,1377477954
WS06,perfect ,5,205,Positive,1377476792
WS06,best quality,5,34,Positive,1377476690
WS06,not suitable,1,25,Negative,1377477278
WS06,much needed,3,244,Neutral,1377476573
WS06,not recommended,2,272,Negative,1377476611
WS06,good ,4,87,Positive,1377476921
WS06,needs improvement ,3,252,Neutral,1377476582
WS06,good one,4,279,Positive,1377476693
WS06,superb quality ,5,217,Positive,1377476594
WS06,nice product ,4,203,Positive,1377477612
WS06,good one,4,198,Positive,1377476998
WS06,worth buying ,3,79,Neutral,1377476874
WS06,good quality ,4,102,Positive,1377477521
WS06,perfect companion,4,67,Positive,1377477000
WS06,best features,4,124,Positive,1377476635
WS06,foldable ,3,43,Neutral,1377476640
WS06,portable,3,36,Neutral,1377477379
WS06,easy to use,4,181,Positive,1377477908
WS06,strong,4,170,Positive,1377477903
WS06,nice,4,273,Positive,1377477886
WS06,comfortable,4,184,Positive,1377476669
WS06,uneven ,2,73,Negative,1377477891
WS06,not strong,2,239,Negative,1377476925
WS06,good one,4,16,Positive,1377477936
WS06,light weight,3,290,Neutral,1377476860
WS06,get one soon,3,97,Neutral,1377477289
WS06,incredible,4,241,Positive,1377476877
WS06,easy to carry around,3,43,Neutral,1377477435
WS06,very nice,4,209,Positive,1377477424
WS06,delicate,3,228,Neutral,1377477298
WS06,wobbles around,2,117,Negative,1377477637
WS06,not nice,2,112,Negative,1377477464
WS06,strong,4,215,Positive,1377477293
WS06,good ,4,143,Positive,1377477402
WS06,durable,3,94,Neutral,1377477684
WS06,nice product ,4,143,Positive,1377477507
WS06,average,3,280,Neutral,1377477809
WS06,best product ,5,203,Positive,1377476817
WS06,stiff and strong,3,287,Neutral,1377477834
WS06,bottom is shaky,3,234,Neutral,1377477654
WS06,not so good ,2,52,Negative,1377477830
WS06,amazing,5,154,Positive,1377476916
WS06,recommended,4,10,Positive,1377477940
WS06,amazing quality,5,6,Positive,1305696483
WS06,must buy,4,253,Positive,1305696245
WS06,satisfied,3,193,Neutral,1307262715
WS06,best ,5,24,Positive,1305697013
WS06,adjustable height,3,214,Neutral,1305696470
WS06,strongly recommended,5,189,Positive,1326943208
WS06,very poor quality,1,226,Negative,1305696497
WS06,low quality,2,256,Negative,1305696468
WS06,plastic joints are very poor,2,153,Negative,1307262308
WS06,good product ,4,185,Positive,1305696455
WS06,balanced ,3,286,Neutral,1305696465
WS06,average quality,1,149,Negative,1305696457
WS06,worked perfectly ,4,157,Positive,1305696463
WS06,serves purpose,4,290,Positive,1305696664
WS06,must buy,4,131,Positive,1322628857
WS06,does the job well,3,159,Neutral,1305696475
WS06,worth the money ,4,268,Positive,1305696492
WS06,decent walking stick,3,179,Neutral,1305696480
WS06,grips are good,3,274,Neutral,1305696461
WS06,can we welded instead of bolts ,3,288,Neutral,1307262443
WS06,quality one,4,145,Positive,1305696486
WS06,useful,3,282,Neutral,1305696683
WS06,helpful,3,211,Neutral,1305696265
WS06,excellent ,5,59,Positive,1307262274
WS06,reliable,3,7,Neutral,1305696226
WS06,recommended,4,145,Positive,1305696325
WS06,buy It,3,66,Neutral,1305696741
WS06,excellent ,5,271,Positive,1307262280
WS06,good gripg,3,199,Neutral,1322629080
WS06,good buy,4,91,Positive,1305696318
WS06,go for it ,3,133,Neutral,1305696352
WS06,worth the money ,4,271,Positive,1305696771
WS06,handling is easy,3,43,Neutral,1305696635
WS06,impove quality,3,254,Neutral,1305696774
WS06,risk product,2,64,Negative,1305696619
WS06,strudy built,3,8,Neutral,1305696878
WS06,portable,3,100,Neutral,1322628945
WS06,good quality,4,287,Positive,1307262267
WS06,good,4,129,Positive,1305696490
WS06,defective product ,2,179,Negative,1305696699
WS06,serves purpose well,3,7,Neutral,1305696752
WS06,average quality,2,300,Negative,1305696870
WS06,could be better,2,136,Negative,1326943248
WS06,much needed ,3,38,Neutral,1305696795
WS06,expensive,2,246,Negative,1305696931
WS06,good,4,161,Positive,1307262291
WS06,very costly ,3,49,Neutral,1322628838
WS06,worth it,4,58,Positive,1305696786
WS06,affordable,3,209,Neutral,1305696254
WS06,don? buy ,2,128,Negative,1305696846
WS06,portable,3,57,Neutral,1305696691
WS06,foldable,3,145,Neutral,1322629202
WS06,well sized ,3,57,Neutral,1305696232
WS06,perfect,5,216,Positive,1305696277
WS06,strong ,3,192,Neutral,1322629229
WS06,firm balance,3,53,Neutral,1322629209
WS06,supportive ,4,150,Positive,1305696313
WS06,light weighted,3,10,Neutral,1305696258
WS06,not suitable,2,84,Negative,1307262285
WS06,easy to carry ,4,56,Positive,1305696726
WS06,very good ,4,248,Positive,1305696788
WS06,waste of money,2,24,Negative,1305696670
WS06,light weight,3,182,Neutral,1322629245
WS06,not recommended,2,290,Negative,1305696756
WS06,worst,1,91,Negative,1305696306
WS06,easy to fold,2,29,Negative,1305696835
WS06,good,4,265,Positive,1322628761
WS06,not satisfied,1,154,Negative,1305696867
WS06,cheap quality,1,282,Negative,1305696285
WS06,plastic handle breaks,2,244,Negative,1322629233
WS06,filmsy ,1,26,Negative,1305696358
WS06,very happy ,4,147,Positive,1307262260
WS06,stisfied,3,25,Neutral,1305696721
WS06,highly recommended,5,9,Positive,1307262300
WS06,steady balance,3,226,Neutral,1305696292
WS06,buy It,4,176,Positive,1322629083
WS06,firm grip,3,243,Neutral,1305696762
WS06,rubber handle gives grip,3,231,Neutral,1305696310
WS06,just ok,3,65,Neutral,1305696817
WS06,easy to adjust height,4,179,Positive,1322628751
WS06,average quality,3,254,Neutral,1305696779
WS06,plastic joints must be avoided,2,214,Negative,1305696823
WS06,excellent product ,5,91,Positive,1326943200
WS06,poor quality,1,3,Negative,1322628668
WS06,reliable,3,76,Neutral,1322628881
WS06,value for money ,3,181,Neutral,1322629189
WS06,handles provide good grip,2,264,Negative,1322628786
WS06,improve quality,4,213,Positive,1305696820
WS06,amazing,4,236,Positive,1305696864
WS06,sturdy built,3,284,Neutral,1322628790
WS06,good ,4,131,Positive,1322629178
WS06,nice product,4,112,Positive,1305696851
WS06,must buy,4,94,Positive,1322629142
WS06,go for it,3,51,Neutral,1305696748
WS06,worth the money ,4,161,Positive,1305696675
WS06,don? buy,2,226,Negative,1305696839
WS06,light in weight,3,103,Neutral,1322629112
WS06,good buy,4,116,Positive,1305696894
WS06,not able to rest ,2,238,Negative,1322629267
WS06,unhappy ,1,275,Negative,1307262449
WS06,not satisfied,2,35,Negative,1305696624
WS06,happy ,4,104,Positive,1305696716
WS06,good,4,75,Positive,1305696734
WS06,good grip,3,294,Neutral,1305696681
WS06,5 star product ,5,220,Positive,1305696644
WS06,cost is more,3,14,Neutral,1455209816
WS06,well designed,3,144,Neutral,1455617462
WS06,structure is good,4,182,Positive,1460138360
WS06,heavy material,3,143,Neutral,1461311583
WS06,not resting properly ,2,252,Negative,1455209840
WS06,looks good,4,210,Positive,1455617533
WS06,serves purpose,3,194,Neutral,1455617478
WS06,very light and good,2,79,Negative,1455050013
WS06,useful,3,79,Neutral,1455049343
WS06,very effective,3,22,Neutral,1455735732
WS06,assisted walking,2,16,Negative,1455748792
WS06,beneficial,4,44,Positive,1455050170
WS06,comfortable to hold,4,282,Positive,1458516249
WS06,good quality ,4,15,Positive,1456864434
WS06,worth the buys,3,177,Neutral,1455748933
WS06,go for it,4,105,Positive,1455209902
WS06,satisfied,3,256,Neutral,1455617692
WS06,happy ,4,242,Positive,1455617516
WS06,amazing product ,4,61,Positive,1455617470
WS06,easy to use,4,215,Positive,1455748462
WS06,comfortable,3,240,Neutral,1455529905
WS06,regulated movement,4,285,Positive,1455049368
WS06,strudiness,3,194,Neutral,1455617466
WS06,amazing grip,5,150,Positive,1455050049
WS06,light weight ,3,204,Neutral,1455050745
WS06,easy to fold,4,164,Positive,1455049328
WS06,must buy,4,181,Positive,1455231677
WS06,excellent product ,5,42,Positive,1455748833
WS06,good ,4,298,Positive,1455209869
HA07,Highly recommended product,5,86,Positive,1455050112
HA07,Doesn't stick with ears,2,144,Negative,1455209887
HA07,Battery doesn't work properly,3,177,Neutral,1455618093
HA07,Better than any other products,4,97,Positive,1455748940
HA07,Sound volume and qaulity is very good,5,203,Positive,1455617791
HA07,Operational life ended in a week,1,95,Negative,1455209879
HA07,Bigger size unable to fit the ears,3,97,Neutral,1455209846
HA07,Sometimes makes noise,3,98,Neutral,1462138790
HA07,Value for money hearing amplifier,4,93,Positive,1459946774
HA07,Amazing product amazing quality.,5,235,Positive,1455748803
HA07,Face voice and sound issues,2,105,Negative,1477432493
HA07,Increases hearing capability with this product,4,271,Positive,1459946776
HA07,Ideal for use if you need to improve your hearing,3,116,Neutral,1455209811
HA07,Highly recommended product,5,210,Positive,1455618095
HA07,Waste of money ,1,66,Negative,1456864767
HA07,Worst Product,2,255,Negative,1455749987
HA07,Good one for temporaray purpose,3,32,Neutral,1455050006
HA07,Disorientation of ear piece,2,13,Negative,1456745325
HA07,Improved Hearing capacity,4,44,Positive,1504907725
HA07,Uncomfortable to wear,3,33,Neutral,1455748696
HA07,Can hear sound clearly,3,25,Neutral,1455209912
HA07,not comfortable,2,175,Negative,1455209793
HA07,good ,4,263,Positive,1455209837
HA07,good quality,4,227,Positive,1455050067
HA07,earplug missing,2,223,Negative,1455209900
HA07,helpful,3,129,Neutral,1455050069
HA07,beneficial,4,69,Positive,1459495567
HA07,happy ,4,246,Positive,1455209873
HA07,useful,5,162,Positive,1456955524
HA07,nice,4,104,Positive,1455735781
HA07,product is nice,4,211,Positive,1460242118
HA07,defective product ,2,286,Negative,1455050179
HA07,abnormal noise,1,165,Negative,1455209824
HA07,happy user,4,1,Positive,1455735643
HA07,stopped working,2,221,Negative,1455735861
HA07,waste ,1,51,Negative,1455050024
HA07,not fixable,2,250,Negative,1455050080
HA07,worst ,1,215,Negative,1455748398
HA07,irritation,2,232,Negative,1517525849
HA07,cant hear ,2,141,Negative,1455748544
HA07,good quality,4,131,Positive,1455059762
HA07,best quality,5,133,Positive,1458516291
HA07,good,4,280,Positive,1456955800
HA07,satisfied,3,21,Neutral,1455618103
HA07,best ,5,224,Positive,1455735783
HA07,disappointed,1,150,Negative,1455231152
HA07,needs improvement ,2,45,Negative,1473368992
HA07,not satisfied,2,143,Negative,1455051391
HA07,not able to hear ,2,14,Negative,1502911292
HA07,Uncomfortable to wear,3,69,Neutral,1455210625
HA07,works properly ,4,38,Positive,1455050359
HA07,not suitable,2,213,Negative,1517686025
HA07,doesn? fit well,2,22,Negative,1455209805
HA07,happy ,4,227,Positive,1455049377
HA07,not useful,2,232,Negative,1455051405
HA07,worth money ,4,144,Positive,1455050107
HA07,hear crystal clear sound,5,67,Positive,1455050357
HA07,waste ,2,118,Negative,1455050736
HA07,unhappy ,2,50,Negative,1455051397
HA07,disappointed,1,275,Negative,1455050528
HA07,beneficial,4,109,Positive,1455209798
HA07,not working,2,182,Negative,1455059742
HA07,helpful,4,112,Positive,1455050000
HA07,bad,1,281,Negative,1455050629
HA07,battery low,2,208,Negative,1455050177
HA07,low quality,2,269,Negative,1460242083
HA07,satisfied,3,176,Neutral,1455050183
HA07,waste of money ,2,98,Negative,1455050616
HA07,bad,2,173,Negative,1485097725
HA07,worst ,1,242,Negative,1455820726
HA07,good product ,4,211,Positive,1455618100
HA07,very bad ,1,49,Negative,1503000947
HA07,expensive,3,283,Neutral,1455618445
HA07,sound is good ,4,277,Positive,1455050172
HA07,worth price,4,274,Positive,1457565435
HA07,just ok,3,183,Neutral,1455059781
HA07,not that good,2,14,Negative,1455748627
HA07,good ,4,59,Positive,1456745019
HA07,affordable,3,86,Neutral,1456438623
HA07,irritation,2,241,Negative,1455059809
HA07,uncomfortable,2,270,Negative,1455231686
HA07,just ok,3,12,Neutral,1455748921
HA07,not so good,2,190,Negative,1455617646
HA07,big size ,2,287,Negative,1456958429
HA07,cheap quality,2,205,Negative,1455231757
HA07,very good,4,259,Positive,1455529835
HA07,best quality,5,100,Positive,1476901312
HA07,sound quality is ok,3,195,Neutral,1455748555
HA07,not good,2,138,Negative,1455050095
HA07,plz don? buy,1,272,Negative,1455735715
HA07,battery is bad,2,139,Negative,1455748435
HA07,average,3,15,Neutral,1455735712
HA07,not so good,2,33,Negative,1459375071
HA07,best sound quality,5,38,Positive,1476823531
HA07,not good,2,36,Negative,1455748777
HA07,great device,4,244,Positive,1455735650
HA07,good product ,4,49,Positive,1455231395
HA07,cheap and best ,2,284,Negative,1455050003
HA07,useful prodct ,4,262,Positive,1455748443
HA07,good,4,7,Positive,1465468014
HA07,satisfied,3,176,Neutral,1456958438
HA07,unhappy ,2,168,Negative,1456672335
HA07,helpful,4,279,Positive,1456956041
HA07,disappointed,1,253,Negative,1458679104
HA07,useful,3,94,Neutral,1455748548
HA07,bad,2,81,Negative,1455735827
HA07,useless product ,2,64,Negative,1456875333
HA07,just ok,3,233,Neutral,1455749673
HA07,worst ,1,173,Negative,1455050512
HA07,useless product ,2,224,Negative,1455529833
HA07,helpful,4,90,Positive,1455749721
HA07,lost money ,2,224,Negative,1456395560
HA07,not recommended,1,202,Negative,1455748634
HA07,waste of money ,2,106,Negative,1455748610
HA07,don? suggest ,2,29,Negative,1455050114
HA07,worst ,1,39,Negative,1455209855
HA07,bad,2,159,Negative,1476911164
HA07,not working,1,131,Negative,1455748562
HA07,average,3,115,Neutral,1512850460
HA07,good ,4,173,Positive,1464994625
HA07,satisfied,3,91,Neutral,1456672532
HA07,highly recommended,5,129,Positive,1464907405
HA07,product is ok,3,196,Neutral,1455748560
HA07,uncomfortable,2,35,Negative,1475001075
HA07,not working properly ,1,294,Negative,1455209651
HA07,not looking good,2,232,Negative,1455749696
HA07,good ,4,258,Positive,1456958417
HA07,very good product,4,166,Positive,1455749718
HA07,helpful,3,188,Neutral,1456875250
HA07,noisy ,2,249,Negative,1455749756
HA07,not working,2,30,Negative,1455749739
HA07,not good,2,65,Negative,1456864794
HA07,expensive,3,97,Neutral,1455529935
HA07,works well,2,97,Negative,1504894686
HA07,not recommended,2,32,Negative,1456584499
HA07,value for money ,3,236,Neutral,1455209654
HA07,very happy ,4,3,Positive,1455231399
HA07,satisfied,3,39,Neutral,1455231448
HA07,very good,4,262,Positive,1455231410
HA07,not recommended,2,117,Negative,1455209891
HA07,beneficial,3,64,Neutral,1455748728
HA07,hears noise,2,73,Negative,1455735323
HA07,irritable,1,298,Negative,1456875367
HA07,not comfortable,2,171,Negative,1455049351
HA07,too big size,2,157,Negative,1455231386
HA07,no earplug,2,144,Negative,1455231506
HA07,wonderful,5,231,Positive,1455231488
HA07,amazing sound quality,5,166,Positive,1455231412
HA07,fine,3,247,Neutral,1512850503
HA07,waste of money ,2,22,Negative,1456864683
HA07,doesn? work ,1,135,Negative,1455617700
HA07,unhappy ,2,293,Negative,1476393345
HA07,best buy,5,212,Positive,1455209857
HA07,unsatisfied,1,177,Negative,1455735337
HA07,go for it ,3,137,Neutral,1457382557
HA07,value for money,3,110,Neutral,1455529841
HA07,pricey ,2,65,Negative,1455231603
HA07,satisfied,3,62,Neutral,1464994762
HA07,satisfied,3,64,Neutral,1504894830
HA07,very happy ,4,167,Positive,1455529881
HA07,loved it ,4,100,Positive,1455231481
HA07,good ,4,15,Positive,1504731757
HA07,not recommended,1,169,Negative,1456958432
HA07,purchase it ,2,21,Negative,1455231390
HA07,lots of happiness,5,20,Positive,1476901503
HA07,very good ,4,236,Positive,1456772015
HA07,wonderful,5,113,Positive,1455209697
HA07,recommended,1,23,Negative,1455735349
HA07,lots of noise,2,201,Negative,1486846015
HA07,not working,1,294,Negative,1456395471
HA07,very poor ,2,190,Negative,1457005711
HA07,bad quality,1,64,Negative,1456919460
HA07,noise is amplified,2,128,Negative,1455209685
HA07,useless product ,2,174,Negative,1456923934
HA07,size too big,3,250,Neutral,1455209694
HA07,unnecesary sounds,2,86,Negative,1455209683
HA07,makes whistling sounds,3,225,Neutral,1455209675
HA07,irritating ,2,162,Negative,1455209718
HA07,unsuable,1,296,Negative,1456744749
HA07,uncomfortable,2,78,Negative,1516054115
HA07,unhappy ,2,43,Negative,1455209763
HA07,overall good,4,40,Positive,1455050827
HA07,reasonable cost ,3,165,Neutral,1456923908
HA07,user friendly,4,60,Positive,1455749029
HA07,good,4,193,Positive,1455209691
HA07,helpful,3,76,Neutral,1455050758
HA07,useful,3,11,Neutral,1458669462
HA07,very delicate,2,54,Negative,1455050806
HA07,stopped working,1,275,Negative,1455050917
HA07,beneficial ,3,56,Neutral,1455821517
HA07,works well,3,51,Neutral,1456919349
HA07,perfect,5,49,Positive,1455617626
HA07,temporary use,2,129,Negative,1456923936
HA07,uncomfortable,2,128,Negative,1456832424
HA07,amazing sound clarity,5,281,Positive,1455231780
HA07,good,4,262,Positive,1455209677
HA07,pefect size,4,151,Positive,1455050816
HA07,hearing good ,4,8,Positive,1455209729
HA07,awesome,5,123,Positive,1455735416
HA07,noise overpowers sound,3,103,Neutral,1455049949
HA07,extremely bad,1,232,Negative,1500747595
HA07,amplifies sound,2,104,Negative,1464994734
HA07,worst hearing,1,271,Negative,1455750315
HA07,very good,4,77,Positive,1455049753
HA07,good,4,282,Positive,1455049810
HA07,good quality,4,195,Positive,1455049758
HA07,nice ,3,213,Neutral,1455617896
HA07,useful,3,273,Neutral,1455050877
HA07,nice product ,4,194,Positive,1455049808
HA07,stopped working,2,212,Negative,1455050951
HA07,causes irriation,1,272,Negative,1456919632
HA07,not user friendly ,1,233,Negative,1534020896
HA07,helpful,3,294,Neutral,1458669199
HA07,good hearing,4,92,Positive,1455049761
HA07,worst ,1,3,Negative,1456780831
HA07,disappointed,2,132,Negative,1455049814
HA07,satisfied,3,87,Neutral,1455050979
HA07,recommended,3,57,Neutral,1455750324
HA07,don? buy ,2,51,Negative,1486854151
HA07,works well,3,193,Neutral,1455049845
HA07,unusable,2,80,Negative,1455049801
HA07,temporary,2,259,Negative,1455049744
HA07,not bad,3,193,Neutral,1455050834
HA07,good quality,4,207,Positive,1455655129
HA07,doesn? stick to ear ,3,1,Neutral,1455050932
HA07,totally good,4,228,Positive,1455049931
HA07,doesn? fit ,2,124,Negative,1456924036
HA07,works well,3,139,Neutral,1455049881
HA07,overall ok,3,54,Neutral,1455654949
HA07,matches expectations,4,32,Positive,1511639311
HA07,not comfortable,2,27,Negative,1492805510
HA07,not so good,2,22,Negative,1456859960
HA07,bad quality,1,115,Negative,1455654935
HA07,comfortable,3,50,Neutral,1455231973
HA07,ok product ,3,9,Neutral,1456923938
HA07,works well,4,250,Positive,1455060196
HA07,ear size too big,3,131,Neutral,1455049735
HA07,not suittable,2,151,Negative,1455749019
HA07,product is ok,3,258,Neutral,1466969253
HA07,works fine,4,95,Positive,1455617710
HA07,ideal ,3,264,Neutral,1455049936
HA07,stopped working,2,13,Negative,1455049893
HA07,sharp noises,3,230,Neutral,1455050859
HA07,value for money ,4,107,Positive,1466969258
HA07,sound problem,2,142,Negative,1455209724
HA07,don? buy ,1,36,Negative,1455049865
HA07,connecting wire is short ,3,98,Neutral,1456744938
HA07,disappointed,1,68,Negative,1485297353
HA07,affordable,3,220,Neutral,1476814266
HA07,cheap quality,2,299,Negative,1456859906
HA07,not so happy ,2,190,Negative,1455050621
HA07,best product ,5,149,Positive,1456958283
HA07,happy ,4,157,Positive,1526159893
HA07,buy it ,4,122,Positive,1455050800
HA07,expensive,3,210,Neutral,1455050855
HA07,worth it ,4,116,Positive,1455049910
HA07,not so good,2,212,Negative,1492805550
HA07,temporary use,2,60,Negative,1455654945
HA07,battery died,2,282,Negative,1455050852
HA07,stopped working,2,82,Negative,1455655026
HA07,perfect ,5,223,Positive,1455050618
HA07,works well,4,250,Positive,1455049954
HA07,not so good,2,141,Negative,1455231107
HA07,average ,3,166,Neutral,1455051042
HA07,works fine,4,21,Positive,1455231182
HA07,ok ,3,264,Neutral,1455050989
HA07,can hear shaply ,4,171,Positive,1455049923
HA07,missing earplug,2,225,Negative,1470061020
HA07,noisy,2,205,Negative,1455050937
HA07,big to wear ,3,60,Neutral,1455049942
HA07,battery drains,2,242,Negative,1458593231
HA07,noise is more,2,267,Negative,1455050836
HA07,reasonable cost ,3,248,Neutral,1455749359
HA07,wonderful product ,5,172,Positive,1455050089
HA07,no user manual ,3,155,Neutral,1455049886
HA07,can hear clearly ,4,267,Positive,1485646726
HA07,not good,2,15,Negative,1455049870
HA07,helpful,3,122,Neutral,1455231957
HA07,happy ,4,36,Positive,1455232017
HA07,satisfied,3,298,Neutral,1455049739
HA07,comfortable,4,70,Positive,1455059798
HA07,causes pain in ear,2,197,Negative,1455749474
HA07,wonderful ,5,46,Positive,1455655111
HA07,good ,4,290,Positive,1456859832
HA07,needs improvement ,3,81,Neutral,1455049848
HA07,better than others,3,150,Neutral,1455049826
HA07,doesn? stick with ear,3,16,Neutral,1456958431
HA07,better,4,7,Positive,1457444465
HA07,beneficial,4,133,Positive,1455059813
HA07,helpful,3,89,Neutral,1521331921
HA07,stopped working,2,47,Negative,1455821297
HA07,good,4,298,Positive,1455049725
HA07,works well,4,194,Positive,1457650649
HA07,waste of money ,1,48,Negative,1455231338
HA07,sound quality,3,168,Neutral,1521323641
HA07,value for money ,3,189,Neutral,1455749879
HA07,battery life,3,290,Neutral,1455655099
HA07,sharp sound,4,2,Positive,1455232038
HA07,amplifies sound,3,268,Neutral,1455749279
ROS08,Worth investing,5,221,Positive,1455232001
ROS08,Product seems to have good quality,4,137,Positive,1455050518
ROS08,Product was broken,2,146,Negative,1469995045
ROS08,Packaging was bad,3,55,Neutral,1455231983
ROS08,Helped me deal with the pain,4,101,Positive,1476901520
ROS08,Water leaked,2,157,Negative,1482355905
ROS08,Strap is super long,5,288,Positive,1459363622
ROS08,It can be used anywhere for pain relief,4,66,Positive,1464994729
ROS08,Ice packs freezes really quick,5,161,Positive,1456924845
ROS08,Flexible,4,221,Positive,1455749376
ROS08,It is multipurpose for both hot and cold massage,5,38,Positive,1455749164
ROS08,Elasticated strap is useful,4,19,Positive,1476902377
ROS08,Value for money hearing amplifier,5,63,Positive,1455749828
ROS08,Pretty satisfying ,4,244,Positive,1455049372
ROS08,Massive change in the pain,4,64,Positive,1455618310
ROS08,Buy these for flexibility of use,5,162,Positive,1455231357
ROS08,Not satisfied with the product,2,68,Negative,1455749175
ROS08,Good quality,4,30,Positive,1455529605
ROS08,Stay cold for long time,5,166,Positive,1455749302
ROS08,Helps me relieve pain,3,41,Neutral,1455749277
ROS08,must product for knee pain,4,102,Positive,1455749449
ROS08,useful product for old people,5,102,Positive,1455749428
ROS08,plz don? buy this,1,260,Negative,1455749413
ROS08,easy to use,4,291,Positive,1500585017
ROS08,hot and cold gel available,4,9,Positive,1455059693
ROS08,quality one,4,135,Positive,1455749206
ROS08,quality gel,4,134,Positive,1455821116
ROS08,not returnable,2,128,Negative,1470088658
ROS08,low quality,1,52,Negative,1456924733
ROS08,cool for short time,2,285,Negative,1456770605
ROS08,worst product ,1,281,Negative,1455749814
ROS08,needs improvement ,2,36,Negative,1455059756
ROS08,poor quality,1,103,Negative,1475188724
ROS08,totally worth it ,5,217,Positive,1455749310
ROS08,tears soon,2,7,Negative,1455231723
ROS08,worthless,1,235,Negative,1455749241
ROS08,gel comes out ,2,187,Negative,1455529969
ROS08,good,4,300,Positive,1456772121
ROS08,low quality,2,225,Negative,1455750175
ROS08,chillness doesn? last ,3,3,Neutral,1455749591
ROS08,not so good,2,39,Negative,1455749255
ROS08,cheap product cheap quality,1,154,Negative,1486073568
ROS08,average product ,3,272,Neutral,1455749513
ROS08,not so good,3,292,Neutral,1455618430
ROS08,just ok,3,166,Neutral,1455749223
ROS08,working fine,4,146,Positive,1455529598
ROS08,not so good,3,45,Neutral,1455749238
ROS08,average,3,127,Neutral,1455749266
ROS08,leak proof,4,20,Positive,1478632335
ROS08,not so bad,3,193,Neutral,1456750745
ROS08,just ok,3,14,Neutral,1456770625
ROS08,helpful,3,170,Neutral,1457445100
ROS08,gel works fine,4,93,Positive,1455050015
ROS08,good,4,172,Positive,1456770638
ROS08,reasonable price,4,184,Positive,1455051099
ROS08,very useful,5,244,Positive,1476901606
ROS08,super,5,187,Positive,1456924816
ROS08,affordable,4,189,Positive,1456924918
ROS08,helpful,3,153,Neutral,1455051151
ROS08,needs improvement ,3,59,Neutral,1455051202
ROS08,quality is poor,2,85,Negative,1456750794
ROS08,weeks use,2,87,Negative,1456744760
ROS08,reliefs pains,4,19,Positive,1455050059
ROS08,very convenient ,4,191,Positive,1478366123
ROS08,edges hurt ,3,120,Neutral,1456924960
ROS08,excellent ,5,218,Positive,1455750029
ROS08,worth the money ,5,75,Positive,1455051182
ROS08,useful,4,102,Positive,1455749571
ROS08,cloth is too thick ,3,183,Neutral,1463686312
ROS08,just ok,3,172,Neutral,1463695521
ROS08,releifs pains,4,220,Positive,1458581624
ROS08,effective,4,128,Positive,1459889871
ROS08,happy ,5,13,Positive,1470173519
ROS08,satisfied,3,143,Neutral,1478641446
ROS08,not so happy ,2,74,Negative,1456924897
ROS08,good,4,61,Positive,1455051197
ROS08,dissatisfied,2,279,Negative,1468877753
ROS08,durable,4,293,Positive,1455231363
ROS08,great ,5,3,Positive,1455051166
ROS08,amazing,5,200,Positive,1457352482
ROS08,not durable,2,101,Negative,1455051194
ROS08,gel comes out,3,180,Neutral,1455051109
ROS08,impressive,5,3,Positive,1455050365
ROS08,excellent ,5,54,Positive,1511043515
ROS08,tears easily ,2,81,Negative,1489780980
ROS08,easy to use,4,156,Positive,1455051164
ROS08,works for hot and cold,3,134,Neutral,1455050185
ROS08,not effective,2,26,Negative,1455051101
ROS08,not durable,2,96,Negative,1456770596
ROS08,not reliable,2,125,Negative,1466977156
ROS08,bad,1,97,Negative,1456750781
ROS08,low quality,1,198,Negative,1521233253
ROS08,needs improvement ,3,44,Neutral,1515532582
ROS08,overall ok,3,212,Neutral,1455051188
ROS08,totally good,4,31,Positive,1499621886
ROS08,decent product ,4,73,Positive,1455617979
ROS08,does the job,4,201,Positive,1455051126
ROS08,serves the purpose,4,62,Positive,1473004465
ROS08,works fine,5,6,Positive,1517686559
ROS08,average,3,62,Neutral,1455051180
ROS08,works well,4,12,Positive,1455051144
ROS08,not good,2,67,Negative,1465164460
ROS08,small size,3,119,Neutral,1473004463
ROS08,helpful,3,67,Neutral,1457382480
ROS08,not easy to use,2,213,Negative,1455051113
ROS08,waste of money ,1,296,Negative,1513369638
ROS08,pathetic,1,185,Negative,1478381466
ROS08,good,4,151,Positive,1478632286
ROS08,no durability,2,152,Negative,1458585307
ROS08,long lasting,4,122,Positive,1456770932
ROS08,gel doesn? cool,3,258,Neutral,1478366140
ROS08,bad,1,178,Negative,1455051107
ROS08,serves the purpose,4,241,Positive,1455051122
ROS08,worst ,1,71,Negative,1471043729
ROS08,does the job,3,235,Neutral,1478631983
ROS08,just ok,3,295,Neutral,1457445060
ROS08,works well,4,81,Positive,1455735216
ROS08,low quality,1,24,Negative,1455050087
ROS08,good quality,4,203,Positive,1457382469
ROS08,dissatisfied,2,185,Negative,1455050010
ROS08,works fine,4,85,Positive,1456744991
ROS08,average product ,3,219,Neutral,1466968168
ROS08,satisfied,3,263,Neutral,1456614526
